epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.07868,0.83,0.83,0.82878,0.0002992
1,0.23148,0.80333,0.80333,0.79021,0.0002967
2,0.09065,0.83667,0.83667,0.83674,0.0002927
3,0.064,0.85333,0.85333,0.85315,0.000287
4,0.02464,0.85,0.85,0.85152,0.0002799
5,0.01218,0.87,0.87,0.86829,0.0002714
6,0.00455,0.88333,0.88333,0.88376,0.0002615
7,0.00261,0.88,0.88,0.87907,0.0002504
8,0.00148,0.88667,0.88667,0.88613,0.0002382
9,0.00126,0.88667,0.88667,0.88599,0.000225
10,0.00101,0.88333,0.88333,0.88307,0.000211
11,0.00134,0.88,0.88,0.87973,0.0001964
12,0.00093,0.89,0.89,0.88966,0.0001812
13,0.00085,0.89,0.89,0.88966,0.0001657
14,0.00076,0.89,0.89,0.88966,0.00015
15,0.00088,0.88667,0.88667,0.88613,0.0001343
16,0.00113,0.88667,0.88667,0.88616,0.0001188
17,0.00072,0.89,0.89,0.88927,0.0001036
18,0.00074,0.89,0.89,0.88927,8.9e-05
19,0.00065,0.88667,0.88667,0.88625,7.5e-05
20,0.00058,0.89333,0.89333,0.89257,6.18e-05
21,0.00061,0.89667,0.89667,0.89602,4.96e-05
22,0.00057,0.89667,0.89667,0.89602,3.85e-05
23,0.00062,0.89667,0.89667,0.89602,2.86e-05
24,0.00056,0.89667,0.89667,0.89602,2.01e-05
25,0.0005,0.89667,0.89667,0.89602,1.3e-05
26,0.00054,0.89667,0.89667,0.89602,7.3e-06
27,0.00051,0.89667,0.89667,0.89602,3.3e-06
28,0.00055,0.89667,0.89667,0.89602,8e-07
29,0.00061,0.89667,0.89667,0.89602,0.0
