epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.31426,0.14333,0.14333,0.10924,0.0002992
1,2.1875,0.26333,0.26333,0.21598,0.0002967
2,2.07621,0.41333,0.41333,0.38214,0.0002927
3,1.96377,0.54333,0.54333,0.52517,0.000287
4,1.84081,0.63,0.63,0.62369,0.0002799
5,1.69532,0.71,0.71,0.70328,0.0002714
6,1.5544,0.72333,0.72333,0.71823,0.0002615
7,1.42013,0.77,0.77,0.76961,0.0002504
8,1.26428,0.80667,0.80667,0.80553,0.0002382
9,1.13553,0.81,0.81,0.80837,0.000225
10,1.03597,0.80333,0.80333,0.80177,0.000211
11,0.90518,0.80667,0.80667,0.80607,0.0001964
12,0.82956,0.81667,0.81667,0.81617,0.0001812
13,0.76882,0.82667,0.82667,0.82588,0.0001657
14,0.68097,0.83,0.83,0.82971,0.00015
15,0.61539,0.84,0.84,0.83927,0.0001343
16,0.56887,0.83667,0.83667,0.83601,0.0001188
17,0.51184,0.83,0.83,0.82916,0.0001036
18,0.49048,0.83667,0.83667,0.83592,8.9e-05
19,0.45663,0.83667,0.83667,0.83545,7.5e-05
20,0.44213,0.83333,0.83333,0.83226,6.18e-05
21,0.4344,0.83,0.83,0.82915,4.96e-05
22,0.4037,0.83,0.83,0.82915,3.85e-05
23,0.39294,0.82667,0.82667,0.82571,2.86e-05
24,0.39141,0.83,0.83,0.82896,2.01e-05
25,0.39446,0.83,0.83,0.82896,1.3e-05
26,0.37675,0.82667,0.82667,0.82537,7.3e-06
27,0.39784,0.82333,0.82333,0.82274,3.3e-06
28,0.36362,0.82667,0.82667,0.82604,8e-07
29,0.38813,0.82667,0.82667,0.82604,0.0
