epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.38413,0.74,0.74,0.73956,0.0002992
1,0.27927,0.81667,0.81667,0.81517,0.0002967
2,0.0965,0.84,0.84,0.83977,0.0002927
3,0.04609,0.82333,0.82333,0.82401,0.000287
4,0.03849,0.84333,0.84333,0.84399,0.0002799
5,0.02221,0.84333,0.84333,0.8411,0.0002714
6,0.0105,0.86,0.86,0.86046,0.0002615
7,0.00473,0.85333,0.85333,0.85378,0.0002504
8,0.00274,0.86,0.86,0.86053,0.0002382
9,0.00187,0.87,0.87,0.87109,0.000225
10,0.00135,0.86333,0.86333,0.86357,0.000211
11,0.00108,0.86667,0.86667,0.86679,0.0001964
12,0.00174,0.87,0.87,0.87013,0.0001812
13,0.00089,0.87333,0.87333,0.8738,0.0001657
14,0.0009,0.87667,0.87667,0.87724,0.00015
15,0.00084,0.86667,0.86667,0.86695,0.0001343
16,0.00079,0.86667,0.86667,0.86644,0.0001188
17,0.00067,0.86667,0.86667,0.86644,0.0001036
18,0.00069,0.86667,0.86667,0.8663,8.9e-05
19,0.0007,0.86667,0.86667,0.8665,7.5e-05
20,0.00074,0.86667,0.86667,0.86701,6.18e-05
21,0.00063,0.86667,0.86667,0.86701,4.96e-05
22,0.00062,0.87,0.87,0.87014,3.85e-05
23,0.00066,0.87,0.87,0.87014,2.86e-05
24,0.00062,0.86667,0.86667,0.8665,2.01e-05
25,0.00059,0.86667,0.86667,0.8665,1.3e-05
26,0.00059,0.86667,0.86667,0.8665,7.3e-06
27,0.00058,0.86667,0.86667,0.8665,3.3e-06
28,0.00059,0.86667,0.86667,0.8665,8e-07
29,0.00057,0.86667,0.86667,0.8665,0.0
