epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.83707,0.72333,0.72333,0.71977,0.0002992
1,0.23671,0.66,0.66,0.65109,0.0002967
2,0.18202,0.7,0.7,0.69592,0.0002927
3,0.13591,0.68,0.68,0.65933,0.000287
4,0.14918,0.62,0.62,0.59755,0.0002799
5,0.08878,0.65,0.65,0.64123,0.0002714
6,0.03655,0.69,0.69,0.69263,0.0002615
7,0.02805,0.70333,0.70333,0.69897,0.0002504
8,0.0418,0.72667,0.72667,0.71527,0.0002382
9,0.06204,0.68,0.68,0.65848,0.000225
10,0.0264,0.71333,0.71333,0.71584,0.000211
11,0.03815,0.67667,0.67667,0.6775,0.0001964
12,0.03062,0.71,0.71,0.71364,0.0001812
13,0.01895,0.71,0.71,0.7064,0.0001657
14,0.0232,0.7,0.7,0.6877,0.00015
15,0.05044,0.71,0.71,0.6937,0.0001343
16,0.04839,0.74667,0.74667,0.73498,0.0001188
17,0.02708,0.75,0.75,0.7471,0.0001036
18,0.02098,0.73667,0.73667,0.71727,8.9e-05
19,0.01638,0.74667,0.74667,0.74021,7.5e-05
20,0.00773,0.75,0.75,0.74847,6.18e-05
21,0.00362,0.75,0.75,0.74699,4.96e-05
22,0.00762,0.75,0.75,0.74819,3.85e-05
23,0.00342,0.76,0.76,0.75771,2.86e-05
24,0.00295,0.75333,0.75333,0.75069,2.01e-05
25,0.00283,0.75333,0.75333,0.75069,1.3e-05
26,0.00315,0.74667,0.74667,0.74396,7.3e-06
27,0.00334,0.74667,0.74667,0.74396,3.3e-06
28,0.00366,0.74667,0.74667,0.74396,8e-07
29,0.00538,0.75,0.75,0.74693,0.0
