epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.51617,0.79667,0.79667,0.79771,0.0002992
1,0.09581,0.82333,0.82333,0.82486,0.0002967
2,0.04228,0.82667,0.82667,0.82877,0.0002927
3,0.03712,0.81,0.81,0.80464,0.000287
4,0.05244,0.85,0.85,0.84977,0.0002799
5,0.02522,0.82667,0.82667,0.82715,0.0002714
6,0.02685,0.83,0.83,0.83541,0.0002615
7,0.03195,0.79667,0.79667,0.80023,0.0002504
8,0.05371,0.8,0.8,0.79895,0.0002382
9,0.02277,0.84333,0.84333,0.84379,0.000225
10,0.00602,0.85667,0.85667,0.85724,0.000211
11,0.00139,0.84333,0.84333,0.84465,0.0001964
12,0.00072,0.84667,0.84667,0.84772,0.0001812
13,0.00277,0.84667,0.84667,0.847,0.0001657
14,0.00301,0.83333,0.83333,0.8339,0.00015
15,0.00052,0.85333,0.85333,0.85422,0.0001343
16,0.00382,0.83667,0.83667,0.83697,0.0001188
17,0.00039,0.84,0.84,0.83965,0.0001036
18,0.00036,0.84,0.84,0.83996,8.9e-05
19,0.0012,0.83667,0.83667,0.8374,7.5e-05
20,0.00033,0.83,0.83,0.8305,6.18e-05
21,0.00033,0.84,0.84,0.84015,4.96e-05
22,0.00042,0.84,0.84,0.84063,3.85e-05
23,0.00041,0.84333,0.84333,0.84441,2.86e-05
24,0.00027,0.84333,0.84333,0.84433,2.01e-05
25,0.00037,0.84333,0.84333,0.84418,1.3e-05
26,0.00019,0.84333,0.84333,0.84418,7.3e-06
27,0.00026,0.84333,0.84333,0.84418,3.3e-06
28,0.00136,0.84333,0.84333,0.84418,8e-07
29,0.00023,0.84333,0.84333,0.84418,0.0
