epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.43113,0.76333,0.76333,0.76207,0.0002992
1,0.54887,0.8,0.8,0.79655,0.0002967
2,0.35373,0.81,0.81,0.80735,0.0002927
3,0.21274,0.81333,0.81333,0.80794,0.000287
4,0.15932,0.83,0.83,0.82595,0.0002799
5,0.11734,0.83667,0.83667,0.83498,0.0002714
6,0.08605,0.80667,0.80667,0.80568,0.0002615
7,0.08634,0.82333,0.82333,0.81583,0.0002504
8,0.0491,0.82667,0.82667,0.82684,0.0002382
9,0.0365,0.84,0.84,0.83818,0.000225
10,0.03409,0.80333,0.80333,0.80034,0.000211
11,0.02116,0.85667,0.85667,0.85714,0.0001964
12,0.02654,0.83667,0.83667,0.83592,0.0001812
13,0.02643,0.83,0.83,0.82514,0.0001657
14,0.02964,0.82,0.82,0.81971,0.00015
15,0.03031,0.83667,0.83667,0.8358,0.0001343
16,0.02435,0.84667,0.84667,0.84553,0.0001188
17,0.01244,0.85333,0.85333,0.85187,0.0001036
18,0.00996,0.84667,0.84667,0.84527,8.9e-05
19,0.00902,0.85,0.85,0.84854,7.5e-05
20,0.00881,0.85333,0.85333,0.85143,6.18e-05
21,0.00579,0.85667,0.85667,0.85574,4.96e-05
22,0.00628,0.86667,0.86667,0.8662,3.85e-05
23,0.00527,0.86333,0.86333,0.86316,2.86e-05
24,0.00551,0.86333,0.86333,0.86289,2.01e-05
25,0.00464,0.86333,0.86333,0.86306,1.3e-05
26,0.0143,0.85667,0.85667,0.85605,7.3e-06
27,0.00442,0.85333,0.85333,0.85252,3.3e-06
28,0.00455,0.85667,0.85667,0.85602,8e-07
29,0.00534,0.85667,0.85667,0.85602,0.0
