epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.20875,0.45,0.45,0.42294,0.0002992
1,1.88815,0.65,0.65,0.63696,0.0002967
2,1.47637,0.76,0.76,0.74575,0.0002927
3,1.14861,0.77333,0.77333,0.76324,0.000287
4,0.89596,0.82333,0.82333,0.81907,0.0002799
5,0.69269,0.83333,0.83333,0.83223,0.0002714
6,0.54878,0.82333,0.82333,0.82074,0.0002615
7,0.43237,0.82333,0.82333,0.81833,0.0002504
8,0.38568,0.83333,0.83333,0.8294,0.0002382
9,0.32644,0.85333,0.85333,0.85129,0.000225
10,0.28189,0.84,0.84,0.83697,0.000211
11,0.24928,0.85,0.85,0.84722,0.0001964
12,0.25361,0.85,0.85,0.84801,0.0001812
13,0.2151,0.84333,0.84333,0.83972,0.0001657
14,0.16583,0.85,0.85,0.84585,0.00015
15,0.18394,0.84333,0.84333,0.83805,0.0001343
16,0.19827,0.87333,0.87333,0.87091,0.0001188
17,0.14865,0.87333,0.87333,0.87141,0.0001036
18,0.15398,0.86,0.86,0.85659,8.9e-05
19,0.18072,0.86667,0.86667,0.86392,7.5e-05
20,0.15087,0.87,0.87,0.86746,6.18e-05
21,0.12824,0.86,0.86,0.85803,4.96e-05
22,0.13076,0.87,0.87,0.86853,3.85e-05
23,0.17279,0.86667,0.86667,0.86479,2.86e-05
24,0.16105,0.86,0.86,0.85647,2.01e-05
25,0.15603,0.86667,0.86667,0.86547,1.3e-05
26,0.10473,0.86667,0.86667,0.86491,7.3e-06
27,0.13014,0.86667,0.86667,0.86511,3.3e-06
28,0.12273,0.86333,0.86333,0.86043,8e-07
29,0.10448,0.86667,0.86667,0.86393,0.0
