epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.40858,0.46,0.46,0.44586,0.0009973
1,1.19018,0.75667,0.75667,0.75329,0.0009891
2,0.63812,0.86,0.86,0.85812,0.0009755
3,0.42308,0.90333,0.90333,0.90298,0.0009568
4,0.29633,0.91667,0.91667,0.91707,0.000933
5,0.25443,0.92333,0.92333,0.9242,0.0009045
6,0.21666,0.93,0.93,0.93094,0.0008716
7,0.17412,0.93333,0.93333,0.93404,0.0008346
8,0.15336,0.93333,0.93333,0.93404,0.0007939
9,0.14365,0.93667,0.93667,0.93737,0.00075
10,0.12299,0.94,0.94,0.94078,0.0007034
11,0.11584,0.93333,0.93333,0.93428,0.0006545
12,0.11142,0.93333,0.93333,0.93428,0.000604
13,0.10266,0.93333,0.93333,0.93428,0.0005523
14,0.0968,0.93667,0.93667,0.93755,0.0005
15,0.08535,0.94,0.94,0.94078,0.0004477
16,0.0801,0.94,0.94,0.94078,0.000396
17,0.08532,0.94,0.94,0.94078,0.0003455
18,0.07486,0.94,0.94,0.94078,0.0002966
19,0.07394,0.94,0.94,0.94078,0.00025
20,0.07591,0.94,0.94,0.94078,0.0002061
21,0.07046,0.94,0.94,0.94078,0.0001654
22,0.07422,0.94333,0.94333,0.94413,0.0001284
23,0.06885,0.94333,0.94333,0.94413,9.55e-05
24,0.07584,0.94333,0.94333,0.94413,6.7e-05
25,0.07591,0.94333,0.94333,0.94413,4.32e-05
26,0.07031,0.94333,0.94333,0.94413,2.45e-05
27,0.07456,0.94333,0.94333,0.94413,1.09e-05
28,0.07544,0.94333,0.94333,0.94413,2.7e-06
29,0.06831,0.94333,0.94333,0.94413,0.0
