epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.91839,0.34,0.34,0.3185,0.0009973
1,1.51435,0.67667,0.67667,0.67056,0.0009891
2,0.84631,0.79333,0.79333,0.79511,0.0009755
3,0.56339,0.86,0.86,0.86112,0.0009568
4,0.38402,0.87667,0.87667,0.87833,0.000933
5,0.30585,0.88667,0.88667,0.8879,0.0009045
6,0.27349,0.87667,0.87667,0.87845,0.0008716
7,0.2185,0.88333,0.88333,0.88456,0.0008346
8,0.21362,0.88667,0.88667,0.88784,0.0007939
9,0.20667,0.89333,0.89333,0.89415,0.00075
10,0.1703,0.89667,0.89667,0.89754,0.0007034
11,0.17411,0.89333,0.89333,0.89415,0.0006545
12,0.1595,0.89333,0.89333,0.89415,0.000604
13,0.12819,0.89,0.89,0.89068,0.0005523
14,0.15118,0.88667,0.88667,0.88776,0.0005
15,0.15565,0.88667,0.88667,0.88776,0.0004477
16,0.1399,0.89,0.89,0.89142,0.000396
17,0.13052,0.89333,0.89333,0.89446,0.0003455
18,0.10434,0.89333,0.89333,0.89446,0.0002966
19,0.12515,0.89667,0.89667,0.89781,0.00025
20,0.12324,0.89667,0.89667,0.89781,0.0002061
21,0.08855,0.89667,0.89667,0.89781,0.0001654
22,0.10707,0.89333,0.89333,0.89446,0.0001284
23,0.11933,0.89,0.89,0.89107,9.55e-05
24,0.12033,0.89333,0.89333,0.89446,6.7e-05
25,0.12513,0.89667,0.89667,0.89781,4.32e-05
26,0.1198,0.89333,0.89333,0.89446,2.45e-05
27,0.11194,0.89333,0.89333,0.89446,1.09e-05
28,0.08967,0.89333,0.89333,0.89446,2.7e-06
29,0.1401,0.89333,0.89333,0.89446,0.0
