epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.88828,0.84,0.84,0.8356,0.0002992
1,0.19244,0.88,0.88,0.87896,0.0002967
2,0.07443,0.89667,0.89667,0.89536,0.0002927
3,0.03137,0.87333,0.87333,0.87411,0.000287
4,0.12647,0.89,0.89,0.88935,0.0002799
5,0.03025,0.91667,0.91667,0.91699,0.0002714
6,0.00934,0.90333,0.90333,0.90392,0.0002615
7,0.00495,0.90333,0.90333,0.90321,0.0002504
8,0.00593,0.91333,0.91333,0.91122,0.0002382
9,0.00433,0.9,0.9,0.89949,0.000225
10,0.00297,0.92333,0.92333,0.92395,0.000211
11,0.00375,0.92,0.92,0.92009,0.0001964
12,0.00098,0.93,0.93,0.93035,0.0001812
13,0.00092,0.93,0.93,0.93011,0.0001657
14,0.00081,0.92667,0.92667,0.92679,0.00015
15,0.00067,0.92667,0.92667,0.92679,0.0001343
16,0.00083,0.93,0.93,0.93019,0.0001188
17,0.00071,0.92667,0.92667,0.92687,0.0001036
18,0.00057,0.93,0.93,0.93019,8.9e-05
19,0.0005,0.93333,0.93333,0.93352,7.5e-05
20,0.0005,0.93333,0.93333,0.93352,6.18e-05
21,0.00062,0.93,0.93,0.93008,4.96e-05
22,0.00062,0.93333,0.93333,0.93341,3.85e-05
23,0.00043,0.93333,0.93333,0.93341,2.86e-05
24,0.00049,0.93333,0.93333,0.93341,2.01e-05
25,0.00044,0.93333,0.93333,0.9332,1.3e-05
26,0.00042,0.93333,0.93333,0.9332,7.3e-06
27,0.00058,0.93333,0.93333,0.9332,3.3e-06
28,0.00044,0.93333,0.93333,0.9332,8e-07
29,0.00407,0.93333,0.93333,0.9332,0.0
