epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.86126,0.63333,0.63333,0.62021,0.0009973
1,0.63034,0.8,0.8,0.79353,0.0009891
2,0.32816,0.84667,0.84667,0.84516,0.0009755
3,0.24977,0.86,0.86,0.85786,0.0009568
4,0.1789,0.88,0.88,0.87718,0.000933
5,0.1479,0.89,0.89,0.8883,0.0009045
6,0.13047,0.88667,0.88667,0.88473,0.0008716
7,0.12258,0.89667,0.89667,0.8951,0.0008346
8,0.10773,0.89667,0.89667,0.89533,0.0007939
9,0.10148,0.91,0.91,0.90808,0.00075
10,0.08655,0.90667,0.90667,0.90501,0.0007034
11,0.08529,0.90667,0.90667,0.90476,0.0006545
12,0.07347,0.91,0.91,0.90804,0.000604
13,0.07361,0.90333,0.90333,0.90194,0.0005523
14,0.0674,0.91,0.91,0.90808,0.0005
15,0.06315,0.91,0.91,0.90808,0.0004477
16,0.06311,0.91,0.91,0.90808,0.000396
17,0.05718,0.90667,0.90667,0.90476,0.0003455
18,0.06019,0.91,0.91,0.90808,0.0002966
19,0.05731,0.90667,0.90667,0.90476,0.00025
20,0.05308,0.90667,0.90667,0.90476,0.0002061
21,0.05347,0.91,0.91,0.90808,0.0001654
22,0.05909,0.90667,0.90667,0.90434,0.0001284
23,0.04896,0.90667,0.90667,0.90434,9.55e-05
24,0.05274,0.91,0.91,0.90808,6.7e-05
25,0.04928,0.91,0.91,0.90808,4.32e-05
26,0.04858,0.91,0.91,0.90808,2.45e-05
27,0.0516,0.91,0.91,0.90808,1.09e-05
28,0.05388,0.91,0.91,0.90808,2.7e-06
29,0.0508,0.91,0.91,0.90808,0.0
