epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.07398,0.51667,0.51667,0.46187,0.0002992
1,1.3908,0.66667,0.66667,0.63177,0.0002967
2,0.83056,0.72667,0.72667,0.71448,0.0002927
3,0.52643,0.8,0.8,0.79755,0.000287
4,0.36712,0.80333,0.80333,0.80296,0.0002799
5,0.29144,0.79,0.79,0.78826,0.0002714
6,0.23318,0.80667,0.80667,0.80443,0.0002615
7,0.21105,0.79333,0.79333,0.79331,0.0002504
8,0.17774,0.81333,0.81333,0.8122,0.0002382
9,0.16983,0.81333,0.81333,0.81323,0.000225
10,0.15696,0.79,0.79,0.79026,0.000211
11,0.15652,0.8,0.8,0.79576,0.0001964
12,0.12562,0.80667,0.80667,0.80298,0.0001812
13,0.12677,0.81333,0.81333,0.80987,0.0001657
14,0.14853,0.83333,0.83333,0.83141,0.00015
15,0.16794,0.83333,0.83333,0.8343,0.0001343
16,0.14396,0.83333,0.83333,0.83319,0.0001188
17,0.14805,0.81667,0.81667,0.81474,0.0001036
18,0.11831,0.82333,0.82333,0.82292,8.9e-05
19,0.12277,0.82,0.82,0.82046,7.5e-05
20,0.15715,0.83333,0.83333,0.82726,6.18e-05
21,0.09794,0.82,0.82,0.82029,4.96e-05
22,0.14934,0.83,0.83,0.82692,3.85e-05
23,0.09829,0.81667,0.81667,0.81482,2.86e-05
24,0.11607,0.83,0.83,0.82945,2.01e-05
25,0.12117,0.83,0.83,0.8292,1.3e-05
26,0.10856,0.82,0.82,0.82038,7.3e-06
27,0.13821,0.84,0.84,0.83696,3.3e-06
28,0.15506,0.83667,0.83667,0.83499,8e-07
29,0.1211,0.83667,0.83667,0.83608,0.0
