epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.29258,0.14,0.14,0.11463,0.0002992
1,2.18367,0.32667,0.32667,0.29211,0.0002967
2,2.07694,0.54667,0.54667,0.53259,0.0002927
3,1.94599,0.65333,0.65333,0.64221,0.000287
4,1.79593,0.70333,0.70333,0.69398,0.0002799
5,1.67617,0.73,0.73,0.72008,0.0002714
6,1.53826,0.76,0.76,0.75137,0.0002615
7,1.37776,0.77667,0.77667,0.76978,0.0002504
8,1.27521,0.79,0.79,0.78405,0.0002382
9,1.15652,0.81667,0.81667,0.81148,0.000225
10,1.04211,0.83,0.83,0.82544,0.000211
11,0.98409,0.83,0.83,0.82547,0.0001964
12,0.88665,0.84,0.84,0.83452,0.0001812
13,0.78928,0.86,0.86,0.85518,0.0001657
14,0.74657,0.88333,0.88333,0.88061,0.00015
15,0.68052,0.88333,0.88333,0.88079,0.0001343
16,0.62573,0.88,0.88,0.8769,0.0001188
17,0.59942,0.88333,0.88333,0.88039,0.0001036
18,0.58961,0.88333,0.88333,0.88117,8.9e-05
19,0.5147,0.88,0.88,0.87742,7.5e-05
20,0.51348,0.88333,0.88333,0.88118,6.18e-05
21,0.51892,0.88333,0.88333,0.88118,4.96e-05
22,0.4834,0.88333,0.88333,0.88118,3.85e-05
23,0.47189,0.88333,0.88333,0.88062,2.86e-05
24,0.49511,0.88333,0.88333,0.88052,2.01e-05
25,0.46894,0.88,0.88,0.87682,1.3e-05
26,0.45598,0.88333,0.88333,0.88005,7.3e-06
27,0.47093,0.89,0.89,0.88743,3.3e-06
28,0.47456,0.89,0.89,0.88784,8e-07
29,0.46525,0.88333,0.88333,0.88066,0.0
