epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.709,0.71333,0.71333,0.70034,0.0002992
1,0.18665,0.73333,0.73333,0.7309,0.0002967
2,0.15592,0.78,0.78,0.77717,0.0002927
3,0.0783,0.71,0.71,0.70014,0.000287
4,0.22202,0.59,0.59,0.55586,0.0002799
5,0.15807,0.75333,0.75333,0.75006,0.0002714
6,0.06445,0.73,0.73,0.72705,0.0002615
7,0.02564,0.80333,0.80333,0.80607,0.0002504
8,0.04411,0.74,0.74,0.74173,0.0002382
9,0.04401,0.77,0.77,0.7713,0.000225
10,0.10404,0.73667,0.73667,0.73127,0.000211
11,0.02792,0.78667,0.78667,0.78792,0.0001964
12,0.01616,0.78667,0.78667,0.78876,0.0001812
13,0.00539,0.79667,0.79667,0.79765,0.0001657
14,0.00389,0.80667,0.80667,0.80789,0.00015
15,0.00482,0.81333,0.81333,0.8141,0.0001343
16,0.00586,0.8,0.8,0.80175,0.0001188
17,0.00322,0.81667,0.81667,0.81729,0.0001036
18,0.00353,0.81333,0.81333,0.81366,8.9e-05
19,0.00257,0.81667,0.81667,0.81709,7.5e-05
20,0.00227,0.81667,0.81667,0.81727,6.18e-05
21,0.0028,0.83,0.83,0.83028,4.96e-05
22,0.0029,0.82667,0.82667,0.82711,3.85e-05
23,0.00239,0.82333,0.82333,0.82375,2.86e-05
24,0.00196,0.82333,0.82333,0.82375,2.01e-05
25,0.00194,0.82,0.82,0.82046,1.3e-05
26,0.00209,0.82,0.82,0.82046,7.3e-06
27,0.00195,0.82,0.82,0.82046,3.3e-06
28,0.00188,0.82,0.82,0.82046,8e-07
29,0.0019,0.82,0.82,0.82046,0.0
