epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.40452,0.83667,0.83667,0.83593,0.0002992
1,0.09648,0.84333,0.84333,0.84161,0.0002967
2,0.04127,0.86333,0.86333,0.86524,0.0002927
3,0.03649,0.79667,0.79667,0.79837,0.000287
4,0.03433,0.85667,0.85667,0.85647,0.0002799
5,0.02082,0.87,0.87,0.87137,0.0002714
6,0.02814,0.86667,0.86667,0.86471,0.0002615
7,0.01272,0.85333,0.85333,0.85457,0.0002504
8,0.00995,0.85667,0.85667,0.85636,0.0002382
9,0.01288,0.82,0.82,0.81713,0.000225
10,0.01609,0.85,0.85,0.84928,0.000211
11,0.00624,0.86,0.86,0.85968,0.0001964
12,0.01669,0.84667,0.84667,0.84323,0.0001812
13,0.00949,0.86,0.86,0.85805,0.0001657
14,0.00201,0.85667,0.85667,0.85094,0.00015
15,0.00215,0.86,0.86,0.85432,0.0001343
16,0.00039,0.87,0.87,0.86633,0.0001188
17,0.00033,0.86667,0.86667,0.86333,0.0001036
18,0.00026,0.86667,0.86667,0.86333,8.9e-05
19,0.00085,0.86667,0.86667,0.86698,7.5e-05
20,0.00027,0.86667,0.86667,0.86529,6.18e-05
21,0.00018,0.86667,0.86667,0.86507,4.96e-05
22,0.00085,0.87,0.87,0.86978,3.85e-05
23,0.00028,0.86333,0.86333,0.86305,2.86e-05
24,0.00021,0.86667,0.86667,0.86618,2.01e-05
25,0.00021,0.86667,0.86667,0.86618,1.3e-05
26,0.00019,0.86667,0.86667,0.86618,7.3e-06
27,0.00018,0.86667,0.86667,0.86618,3.3e-06
28,0.0002,0.86667,0.86667,0.86618,8e-07
29,0.00019,0.86667,0.86667,0.86618,0.0
