epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.09456,0.65667,0.65667,0.61799,0.0002992
1,0.80383,0.80667,0.80667,0.80769,0.0002967
2,0.2424,0.84667,0.84667,0.84739,0.0002927
3,0.08451,0.86,0.86,0.86126,0.000287
4,0.03759,0.84,0.84,0.83767,0.0002799
5,0.01545,0.84667,0.84667,0.84511,0.0002714
6,0.00815,0.85,0.85,0.85069,0.0002615
7,0.00516,0.85667,0.85667,0.85727,0.0002504
8,0.0033,0.87333,0.87333,0.87437,0.0002382
9,0.00258,0.87333,0.87333,0.87465,0.000225
10,0.00209,0.87667,0.87667,0.87666,0.000211
11,0.002,0.87667,0.87667,0.87666,0.0001964
12,0.00197,0.86667,0.86667,0.86635,0.0001812
13,0.00151,0.86333,0.86333,0.86232,0.0001657
14,0.00156,0.86333,0.86333,0.86305,0.00015
15,0.00131,0.86333,0.86333,0.86305,0.0001343
16,0.00127,0.86333,0.86333,0.86305,0.0001188
17,0.00125,0.86,0.86,0.85951,0.0001036
18,0.00124,0.86,0.86,0.85881,8.9e-05
19,0.00116,0.86,0.86,0.85881,7.5e-05
20,0.00111,0.86,0.86,0.85867,6.18e-05
21,0.00107,0.86,0.86,0.85867,4.96e-05
22,0.00115,0.86,0.86,0.85867,3.85e-05
23,0.00104,0.86,0.86,0.85867,2.86e-05
24,0.00106,0.86,0.86,0.85867,2.01e-05
25,0.00102,0.86,0.86,0.85867,1.3e-05
26,0.00109,0.86,0.86,0.85867,7.3e-06
27,0.00101,0.86,0.86,0.85867,3.3e-06
28,0.00103,0.86,0.86,0.85867,8e-07
29,0.001,0.86,0.86,0.85867,0.0
