epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.12343,0.48333,0.48333,0.44469,0.0002992
1,1.52447,0.58667,0.58667,0.56088,0.0002967
2,0.97684,0.65333,0.65333,0.63687,0.0002927
3,0.62401,0.66333,0.66333,0.65465,0.000287
4,0.41213,0.7,0.7,0.6977,0.0002799
5,0.27938,0.69667,0.69667,0.69581,0.0002714
6,0.19387,0.71333,0.71333,0.71267,0.0002615
7,0.14125,0.69333,0.69333,0.69248,0.0002504
8,0.10775,0.64333,0.64333,0.64012,0.0002382
9,0.08364,0.68,0.68,0.68389,0.000225
10,0.06982,0.67,0.67,0.67342,0.000211
11,0.05909,0.68667,0.68667,0.68648,0.0001964
12,0.04662,0.68667,0.68667,0.6899,0.0001812
13,0.04363,0.66667,0.66667,0.67004,0.0001657
14,0.03597,0.68,0.68,0.68273,0.00015
15,0.03161,0.67,0.67,0.66601,0.0001343
16,0.02756,0.65667,0.65667,0.65223,0.0001188
17,0.02792,0.68,0.68,0.67898,0.0001036
18,0.02606,0.68,0.68,0.68134,8.9e-05
19,0.02318,0.67,0.67,0.67183,7.5e-05
20,0.0213,0.69333,0.69333,0.69645,6.18e-05
21,0.01945,0.68,0.68,0.68173,4.96e-05
22,0.01969,0.68,0.68,0.67993,3.85e-05
23,0.02188,0.68,0.68,0.67972,2.86e-05
24,0.01986,0.68333,0.68333,0.68393,2.01e-05
25,0.0206,0.67667,0.67667,0.67751,1.3e-05
26,0.01798,0.67667,0.67667,0.67751,7.3e-06
27,0.02053,0.68,0.68,0.68092,3.3e-06
28,0.01967,0.68,0.68,0.68208,8e-07
29,0.01704,0.68,0.68,0.68167,0.0
