epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.33233,0.52,0.52,0.50421,0.0009973
1,1.14794,0.79,0.79,0.78699,0.0009891
2,0.70332,0.87,0.87,0.86855,0.0009755
3,0.47826,0.89333,0.89333,0.89328,0.0009568
4,0.36238,0.92,0.92,0.92056,0.000933
5,0.34074,0.92667,0.92667,0.92716,0.0009045
6,0.27371,0.92333,0.92333,0.92393,0.0008716
7,0.25151,0.93667,0.93667,0.9373,0.0008346
8,0.23736,0.93667,0.93667,0.93751,0.0007939
9,0.20014,0.93667,0.93667,0.93748,0.00075
10,0.17966,0.94,0.94,0.94078,0.0007034
11,0.18512,0.93667,0.93667,0.93727,0.0006545
12,0.17096,0.93667,0.93667,0.93753,0.000604
13,0.19024,0.94,0.94,0.94057,0.0005523
14,0.1641,0.94,0.94,0.94078,0.0005
15,0.13246,0.93667,0.93667,0.93752,0.0004477
16,0.13747,0.94,0.94,0.94078,0.000396
17,0.12883,0.93667,0.93667,0.93748,0.0003455
18,0.12629,0.94,0.94,0.94057,0.0002966
19,0.09941,0.94,0.94,0.94057,0.00025
20,0.12833,0.94,0.94,0.94057,0.0002061
21,0.10978,0.93667,0.93667,0.93748,0.0001654
22,0.12047,0.93667,0.93667,0.93748,0.0001284
23,0.10695,0.94,0.94,0.94057,9.55e-05
24,0.11338,0.94,0.94,0.94057,6.7e-05
25,0.11587,0.94,0.94,0.94057,4.32e-05
26,0.12491,0.94,0.94,0.94057,2.45e-05
27,0.12475,0.94,0.94,0.94057,1.09e-05
28,0.09193,0.94,0.94,0.94057,2.7e-06
29,0.10261,0.94,0.94,0.94057,0.0
