epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.88483,0.80333,0.80333,0.79857,0.0002992
1,0.30075,0.83333,0.83333,0.83449,0.0002967
2,0.20364,0.80667,0.80667,0.80145,0.0002927
3,0.16338,0.84667,0.84667,0.84683,0.000287
4,0.12511,0.78333,0.78333,0.78069,0.0002799
5,0.13247,0.84333,0.84333,0.84213,0.0002714
6,0.0889,0.84667,0.84667,0.84377,0.0002615
7,0.05974,0.78,0.78,0.77454,0.0002504
8,0.10452,0.8,0.8,0.7968,0.0002382
9,0.05198,0.83,0.83,0.83121,0.000225
10,0.02913,0.82,0.82,0.81627,0.000211
11,0.02167,0.82,0.82,0.81938,0.0001964
12,0.04639,0.84667,0.84667,0.84345,0.0001812
13,0.0239,0.84333,0.84333,0.84231,0.0001657
14,0.01454,0.85667,0.85667,0.85784,0.00015
15,0.01005,0.86,0.86,0.86065,0.0001343
16,0.00976,0.84,0.84,0.84027,0.0001188
17,0.00492,0.85667,0.85667,0.85867,0.0001036
18,0.00894,0.87,0.87,0.87011,8.9e-05
19,0.00551,0.85667,0.85667,0.85736,7.5e-05
20,0.00292,0.85667,0.85667,0.85705,6.18e-05
21,0.00281,0.85667,0.85667,0.85727,4.96e-05
22,0.00223,0.85667,0.85667,0.85658,3.85e-05
23,0.0049,0.85333,0.85333,0.85355,2.86e-05
24,0.00277,0.85667,0.85667,0.8567,2.01e-05
25,0.00237,0.85333,0.85333,0.85311,1.3e-05
26,0.00248,0.85333,0.85333,0.85311,7.3e-06
27,0.00289,0.85333,0.85333,0.85311,3.3e-06
28,0.00225,0.85333,0.85333,0.85311,8e-07
29,0.00257,0.85333,0.85333,0.85311,0.0
