epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.69139,0.75333,0.75333,0.75176,0.0002992
1,0.19475,0.74,0.74,0.73623,0.0002967
2,0.10273,0.77,0.77,0.75517,0.0002927
3,0.10211,0.83667,0.83667,0.83685,0.000287
4,0.05432,0.79667,0.79667,0.79007,0.0002799
5,0.06551,0.74333,0.74333,0.73647,0.0002714
6,0.08223,0.74,0.74,0.74188,0.0002615
7,0.03926,0.75333,0.75333,0.74251,0.0002504
8,0.02479,0.77667,0.77667,0.77181,0.0002382
9,0.02724,0.76667,0.76667,0.75901,0.000225
10,0.02578,0.78,0.78,0.7786,0.000211
11,0.01323,0.81667,0.81667,0.81232,0.0001964
12,0.03696,0.75333,0.75333,0.7455,0.0001812
13,0.05505,0.74667,0.74667,0.73055,0.0001657
14,0.03274,0.76667,0.76667,0.75839,0.00015
15,0.00679,0.81,0.81,0.80767,0.0001343
16,0.00598,0.81667,0.81667,0.81581,0.0001188
17,0.00808,0.81333,0.81333,0.80615,0.0001036
18,0.00409,0.8,0.8,0.7946,8.9e-05
19,0.00408,0.82,0.82,0.81504,7.5e-05
20,0.00361,0.81667,0.81667,0.81091,6.18e-05
21,0.00465,0.81,0.81,0.8017,4.96e-05
22,0.00218,0.80333,0.80333,0.79595,3.85e-05
23,0.00261,0.80333,0.80333,0.796,2.86e-05
24,0.0048,0.81333,0.81333,0.81011,2.01e-05
25,0.00198,0.81333,0.81333,0.81089,1.3e-05
26,0.00194,0.81667,0.81667,0.81402,7.3e-06
27,0.00221,0.81667,0.81667,0.81402,3.3e-06
28,0.00215,0.81333,0.81333,0.81011,8e-07
29,0.0022,0.81333,0.81333,0.81011,0.0
