epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.86936,0.69333,0.69333,0.67923,0.0002992
1,0.88246,0.83333,0.83333,0.83448,0.0002967
2,0.53373,0.8,0.8,0.7965,0.0002927
3,0.36303,0.83,0.83,0.83099,0.000287
4,0.25381,0.82,0.82,0.81493,0.0002799
5,0.187,0.82333,0.82333,0.82164,0.0002714
6,0.13594,0.82667,0.82667,0.82009,0.0002615
7,0.15115,0.84333,0.84333,0.84186,0.0002504
8,0.13499,0.85,0.85,0.84872,0.0002382
9,0.10158,0.85333,0.85333,0.85344,0.000225
10,0.14307,0.83,0.83,0.8295,0.000211
11,0.07352,0.85333,0.85333,0.85371,0.0001964
12,0.05001,0.84,0.84,0.83703,0.0001812
13,0.06111,0.86,0.86,0.85784,0.0001657
14,0.0462,0.85333,0.85333,0.85538,0.00015
15,0.03267,0.84,0.84,0.84021,0.0001343
16,0.03019,0.84,0.84,0.83758,0.0001188
17,0.03056,0.86333,0.86333,0.86296,0.0001036
18,0.02288,0.86667,0.86667,0.86702,8.9e-05
19,0.02399,0.88333,0.88333,0.88418,7.5e-05
20,0.02634,0.87333,0.87333,0.87428,6.18e-05
21,0.0233,0.86667,0.86667,0.86624,4.96e-05
22,0.01244,0.85667,0.85667,0.85344,3.85e-05
23,0.02028,0.84333,0.84333,0.84164,2.86e-05
24,0.01566,0.84,0.84,0.83864,2.01e-05
25,0.0383,0.86,0.86,0.86083,1.3e-05
26,0.0148,0.85667,0.85667,0.85745,7.3e-06
27,0.01151,0.85667,0.85667,0.85745,3.3e-06
28,0.01353,0.86333,0.86333,0.86398,8e-07
29,0.01197,0.86333,0.86333,0.86398,0.0
