epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.82952,0.76667,0.76667,0.76211,0.0002992
1,0.10814,0.8,0.8,0.79265,0.0002967
2,0.08935,0.8,0.8,0.79038,0.0002927
3,0.02631,0.77,0.77,0.76687,0.000287
4,0.02161,0.76667,0.76667,0.761,0.0002799
5,0.01614,0.79333,0.79333,0.78334,0.0002714
6,0.0124,0.76,0.76,0.7523,0.0002615
7,0.03276,0.75,0.75,0.74105,0.0002504
8,0.02227,0.75667,0.75667,0.75426,0.0002382
9,0.01181,0.79333,0.79333,0.78989,0.000225
10,0.00685,0.79,0.79,0.777,0.000211
11,0.00539,0.77667,0.77667,0.77605,0.0001964
12,0.01042,0.81667,0.81667,0.81902,0.0001812
13,0.00151,0.82333,0.82333,0.82375,0.0001657
14,0.00076,0.81667,0.81667,0.81527,0.00015
15,0.00066,0.81333,0.81333,0.8115,0.0001343
16,0.00048,0.81667,0.81667,0.81587,0.0001188
17,0.00039,0.81333,0.81333,0.81225,0.0001036
18,0.00039,0.81667,0.81667,0.81497,8.9e-05
19,0.00044,0.81667,0.81667,0.81425,7.5e-05
20,0.00032,0.81667,0.81667,0.81425,6.18e-05
21,0.00032,0.81667,0.81667,0.81425,4.96e-05
22,0.00032,0.81667,0.81667,0.81406,3.85e-05
23,0.00033,0.81667,0.81667,0.81406,2.86e-05
24,0.00051,0.81667,0.81667,0.81425,2.01e-05
25,0.00033,0.82,0.82,0.8173,1.3e-05
26,0.00031,0.81667,0.81667,0.81425,7.3e-06
27,0.00047,0.81667,0.81667,0.81425,3.3e-06
28,0.00033,0.81667,0.81667,0.81425,8e-07
29,0.00027,0.81667,0.81667,0.81425,0.0
