epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.62479,0.78667,0.78667,0.78455,0.0002992
1,0.2667,0.83,0.83,0.82531,0.0002967
2,0.18492,0.82667,0.82667,0.82678,0.0002927
3,0.15512,0.83667,0.83667,0.83374,0.000287
4,0.12422,0.84,0.84,0.83981,0.0002799
5,0.10598,0.85,0.85,0.84614,0.0002714
6,0.10413,0.79667,0.79667,0.78735,0.0002615
7,0.09705,0.77333,0.77333,0.77183,0.0002504
8,0.06992,0.80667,0.80667,0.80463,0.0002382
9,0.05265,0.81,0.81,0.81034,0.000225
10,0.04648,0.82667,0.82667,0.82645,0.000211
11,0.03103,0.83333,0.83333,0.83486,0.0001964
12,0.03429,0.86,0.86,0.85929,0.0001812
13,0.04366,0.81333,0.81333,0.81375,0.0001657
14,0.02267,0.83333,0.83333,0.83267,0.00015
15,0.02094,0.82,0.82,0.81917,0.0001343
16,0.01558,0.84,0.84,0.83882,0.0001188
17,0.01143,0.81667,0.81667,0.81371,0.0001036
18,0.00778,0.85,0.85,0.85088,8.9e-05
19,0.00833,0.84,0.84,0.84192,7.5e-05
20,0.00541,0.85,0.85,0.84931,6.18e-05
21,0.00408,0.83,0.83,0.82828,4.96e-05
22,0.00199,0.82333,0.82333,0.82135,3.85e-05
23,0.0056,0.83,0.83,0.82677,2.86e-05
24,0.00283,0.84667,0.84667,0.84542,2.01e-05
25,0.0028,0.84,0.84,0.83867,1.3e-05
26,0.00319,0.83333,0.83333,0.83156,7.3e-06
27,0.00243,0.84,0.84,0.83829,3.3e-06
28,0.00297,0.83667,0.83667,0.83473,8e-07
29,0.0015,0.83667,0.83667,0.83473,0.0
