epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.24357,0.76,0.76,0.73567,0.0002992
1,0.37207,0.84667,0.84667,0.8437,0.0002967
2,0.20546,0.85667,0.85667,0.85589,0.0002927
3,0.07833,0.85667,0.85667,0.8569,0.000287
4,0.0472,0.86,0.86,0.85796,0.0002799
5,0.01988,0.84667,0.84667,0.84425,0.0002714
6,0.01383,0.85667,0.85667,0.85589,0.0002615
7,0.00787,0.84,0.84,0.84067,0.0002504
8,0.00446,0.86333,0.86333,0.86187,0.0002382
9,0.00317,0.86333,0.86333,0.86154,0.000225
10,0.00183,0.86333,0.86333,0.86232,0.000211
11,0.00235,0.86,0.86,0.8591,0.0001964
12,0.00131,0.86333,0.86333,0.86254,0.0001812
13,0.00122,0.86333,0.86333,0.86254,0.0001657
14,0.00108,0.86333,0.86333,0.86254,0.00015
15,0.00096,0.86333,0.86333,0.86254,0.0001343
16,0.00099,0.86667,0.86667,0.86583,0.0001188
17,0.00092,0.87,0.87,0.86895,0.0001036
18,0.0009,0.87,0.87,0.86895,8.9e-05
19,0.00094,0.86333,0.86333,0.86243,7.5e-05
20,0.0009,0.86667,0.86667,0.86565,6.18e-05
21,0.00099,0.86333,0.86333,0.86243,4.96e-05
22,0.0008,0.86333,0.86333,0.86243,3.85e-05
23,0.00079,0.86333,0.86333,0.86243,2.86e-05
24,0.00077,0.86333,0.86333,0.86243,2.01e-05
25,0.00073,0.86333,0.86333,0.86243,1.3e-05
26,0.00082,0.86333,0.86333,0.86243,7.3e-06
27,0.00087,0.86333,0.86333,0.86243,3.3e-06
28,0.00073,0.86333,0.86333,0.86243,8e-07
29,0.00079,0.86333,0.86333,0.86243,0.0
