epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.67858,0.81333,0.81333,0.79814,0.0002992
1,0.53042,0.78333,0.78333,0.76252,0.0002967
2,0.26467,0.84,0.84,0.83889,0.0002927
3,0.09691,0.81667,0.81667,0.81068,0.000287
4,0.04178,0.86333,0.86333,0.86101,0.0002799
5,0.03955,0.84333,0.84333,0.84042,0.0002714
6,0.04069,0.80333,0.80333,0.79566,0.0002615
7,0.02628,0.85667,0.85667,0.8555,0.0002504
8,0.01275,0.86333,0.86333,0.8628,0.0002382
9,0.01034,0.85,0.85,0.8498,0.000225
10,0.0051,0.83333,0.83333,0.83297,0.000211
11,0.00323,0.83,0.83,0.82886,0.0001964
12,0.00244,0.83,0.83,0.82742,0.0001812
13,0.0059,0.83667,0.83667,0.83484,0.0001657
14,0.01071,0.85667,0.85667,0.8541,0.00015
15,0.00436,0.87,0.87,0.86787,0.0001343
16,0.00623,0.87,0.87,0.86893,0.0001188
17,0.00278,0.86333,0.86333,0.86191,0.0001036
18,0.00217,0.85667,0.85667,0.85587,8.9e-05
19,0.00139,0.85667,0.85667,0.85585,7.5e-05
20,0.00819,0.85333,0.85333,0.85198,6.18e-05
21,0.0014,0.85667,0.85667,0.85652,4.96e-05
22,0.00165,0.85333,0.85333,0.85286,3.85e-05
23,0.00147,0.85,0.85,0.8498,2.86e-05
24,0.00195,0.85333,0.85333,0.85286,2.01e-05
25,0.00181,0.85333,0.85333,0.85286,1.3e-05
26,0.0014,0.85333,0.85333,0.85286,7.3e-06
27,0.00138,0.85333,0.85333,0.85286,3.3e-06
28,0.00125,0.85333,0.85333,0.85286,8e-07
29,0.00614,0.85333,0.85333,0.85286,0.0
