epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.10466,0.58667,0.58667,0.57867,0.0002992
1,1.43563,0.71,0.71,0.70068,0.0002967
2,0.87278,0.77,0.77,0.76497,0.0002927
3,0.55201,0.77,0.77,0.76953,0.000287
4,0.37927,0.80667,0.80667,0.80694,0.0002799
5,0.271,0.80667,0.80667,0.80605,0.0002714
6,0.17904,0.77667,0.77667,0.77615,0.0002615
7,0.14817,0.81333,0.81333,0.81394,0.0002504
8,0.12081,0.79333,0.79333,0.79064,0.0002382
9,0.09213,0.81333,0.81333,0.81513,0.000225
10,0.07088,0.82667,0.82667,0.82635,0.000211
11,0.05794,0.81667,0.81667,0.81633,0.0001964
12,0.05093,0.82,0.82,0.81909,0.0001812
13,0.04202,0.81333,0.81333,0.81321,0.0001657
14,0.03757,0.81333,0.81333,0.81392,0.00015
15,0.03169,0.82667,0.82667,0.82636,0.0001343
16,0.03568,0.79333,0.79333,0.79157,0.0001188
17,0.02616,0.81667,0.81667,0.81639,0.0001036
18,0.02861,0.81333,0.81333,0.81362,8.9e-05
19,0.0286,0.79667,0.79667,0.797,7.5e-05
20,0.02023,0.81667,0.81667,0.81597,6.18e-05
21,0.02446,0.81667,0.81667,0.81659,4.96e-05
22,0.02491,0.81667,0.81667,0.81603,3.85e-05
23,0.02155,0.81333,0.81333,0.81291,2.86e-05
24,0.0187,0.81333,0.81333,0.81291,2.01e-05
25,0.02046,0.81,0.81,0.80967,1.3e-05
26,0.02768,0.81333,0.81333,0.81282,7.3e-06
27,0.01939,0.81,0.81,0.80967,3.3e-06
28,0.01832,0.81667,0.81667,0.81636,8e-07
29,0.02172,0.81,0.81,0.80967,0.0
