epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.66856,0.67667,0.67667,0.65438,0.0002992
1,0.10279,0.66667,0.66667,0.65486,0.0002967
2,0.09101,0.77333,0.77333,0.77625,0.0002927
3,0.04217,0.73333,0.73333,0.73358,0.000287
4,0.0271,0.73333,0.73333,0.73015,0.0002799
5,0.03077,0.74667,0.74667,0.74711,0.0002714
6,0.01289,0.76,0.76,0.74907,0.0002615
7,0.02956,0.74333,0.74333,0.73521,0.0002504
8,0.01452,0.72333,0.72333,0.72828,0.0002382
9,0.00673,0.72333,0.72333,0.71436,0.000225
10,0.02484,0.75,0.75,0.74633,0.000211
11,0.01475,0.74333,0.74333,0.74764,0.0001964
12,0.00562,0.75667,0.75667,0.75745,0.0001812
13,0.00179,0.75,0.75,0.75253,0.0001657
14,0.00484,0.75,0.75,0.75072,0.00015
15,0.00602,0.69333,0.69333,0.68507,0.0001343
16,0.00259,0.73667,0.73667,0.74243,0.0001188
17,0.00112,0.72,0.72,0.7238,0.0001036
18,0.00145,0.72667,0.72667,0.72828,8.9e-05
19,0.00039,0.73333,0.73333,0.73543,7.5e-05
20,0.00038,0.73333,0.73333,0.73543,6.18e-05
21,0.00053,0.73333,0.73333,0.73543,4.96e-05
22,0.00053,0.73333,0.73333,0.73543,3.85e-05
23,0.00047,0.73333,0.73333,0.73544,2.86e-05
24,0.00042,0.73333,0.73333,0.7348,2.01e-05
25,0.00032,0.73333,0.73333,0.7348,1.3e-05
26,0.00042,0.73333,0.73333,0.7348,7.3e-06
27,0.00073,0.73333,0.73333,0.7348,3.3e-06
28,0.0004,0.73333,0.73333,0.7348,8e-07
29,0.00029,0.73333,0.73333,0.7348,0.0
