epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.89373,0.88,0.88,0.87938,0.0009973
1,0.33515,0.90333,0.90333,0.90351,0.0009891
2,0.10975,0.92,0.92,0.9192,0.0009755
3,0.09334,0.93,0.93,0.92985,0.0009568
4,0.06867,0.93667,0.93667,0.937,0.000933
5,0.0535,0.93667,0.93667,0.937,0.0009045
6,0.05327,0.93333,0.93333,0.93378,0.0008716
7,0.04436,0.93667,0.93667,0.937,0.0008346
8,0.03787,0.94,0.94,0.94013,0.0007939
9,0.03323,0.93,0.93,0.92985,0.00075
10,0.02849,0.93667,0.93667,0.93703,0.0007034
11,0.02597,0.93333,0.93333,0.93365,0.0006545
12,0.02147,0.94333,0.94333,0.94338,0.000604
13,0.02372,0.93333,0.93333,0.93359,0.0005523
14,0.02268,0.93667,0.93667,0.93701,0.0005
15,0.02434,0.93,0.93,0.92975,0.0004477
16,0.02167,0.93667,0.93667,0.93631,0.000396
17,0.02027,0.94,0.94,0.94003,0.0003455
18,0.01791,0.94,0.94,0.94013,0.0002966
19,0.01949,0.93667,0.93667,0.93673,0.00025
20,0.01559,0.93667,0.93667,0.93673,0.0002061
21,0.01614,0.93333,0.93333,0.93355,0.0001654
22,0.01901,0.93333,0.93333,0.93365,0.0001284
23,0.01608,0.93333,0.93333,0.93365,9.55e-05
24,0.01434,0.93,0.93,0.93027,6.7e-05
25,0.01574,0.93,0.93,0.93027,4.32e-05
26,0.01461,0.93,0.93,0.93027,2.45e-05
27,0.015,0.93,0.93,0.93027,1.09e-05
28,0.01919,0.93,0.93,0.93027,2.7e-06
29,0.02389,0.93,0.93,0.93027,0.0
