epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.10751,0.62667,0.62667,0.5801,0.0002992
1,0.92576,0.83,0.83,0.83011,0.0002967
2,0.32856,0.83333,0.83333,0.82694,0.0002927
3,0.1693,0.86,0.86,0.86223,0.000287
4,0.07829,0.87,0.87,0.86808,0.0002799
5,0.03848,0.86,0.86,0.85894,0.0002714
6,0.04347,0.85667,0.85667,0.85627,0.0002615
7,0.0144,0.83,0.83,0.82582,0.0002504
8,0.01647,0.85333,0.85333,0.85175,0.0002382
9,0.013,0.86333,0.86333,0.86416,0.000225
10,0.00785,0.86333,0.86333,0.8648,0.000211
11,0.00819,0.86667,0.86667,0.86837,0.0001964
12,0.00317,0.87333,0.87333,0.87464,0.0001812
13,0.0034,0.87333,0.87333,0.87436,0.0001657
14,0.00624,0.88667,0.88667,0.8873,0.00015
15,0.0079,0.88333,0.88333,0.88435,0.0001343
16,0.00879,0.87667,0.87667,0.87704,0.0001188
17,0.00509,0.86333,0.86333,0.86311,0.0001036
18,0.00325,0.87667,0.87667,0.87662,8.9e-05
19,0.00222,0.89,0.89,0.89016,7.5e-05
20,0.0024,0.89,0.89,0.89037,6.18e-05
21,0.00203,0.89,0.89,0.89037,4.96e-05
22,0.00276,0.89,0.89,0.89037,3.85e-05
23,0.00205,0.89,0.89,0.89037,2.86e-05
24,0.0018,0.89,0.89,0.89037,2.01e-05
25,0.00199,0.89,0.89,0.89037,1.3e-05
26,0.00152,0.89,0.89,0.89037,7.3e-06
27,0.00166,0.89,0.89,0.89037,3.3e-06
28,0.0018,0.89,0.89,0.89037,8e-07
29,0.00356,0.89,0.89,0.89037,0.0
