epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.78635,0.68667,0.68667,0.67542,0.0002992
1,0.76061,0.69667,0.69667,0.67702,0.0002967
2,0.42387,0.79667,0.79667,0.78999,0.0002927
3,0.22268,0.78333,0.78333,0.78163,0.000287
4,0.123,0.79667,0.79667,0.79014,0.0002799
5,0.08969,0.79,0.79,0.78838,0.0002714
6,0.0563,0.78667,0.78667,0.78368,0.0002615
7,0.03996,0.78667,0.78667,0.78731,0.0002504
8,0.06548,0.80667,0.80667,0.802,0.0002382
9,0.1106,0.67667,0.67667,0.64994,0.000225
10,0.15807,0.73333,0.73333,0.72786,0.000211
11,0.07784,0.81,0.81,0.80761,0.0001964
12,0.05099,0.78,0.78,0.77454,0.0001812
13,0.02996,0.77,0.77,0.76465,0.0001657
14,0.02471,0.77667,0.77667,0.77465,0.00015
15,0.02509,0.77,0.77,0.76757,0.0001343
16,0.02513,0.78333,0.78333,0.78027,0.0001188
17,0.01496,0.77667,0.77667,0.77369,0.0001036
18,0.01218,0.79333,0.79333,0.79006,8.9e-05
19,0.01186,0.8,0.8,0.79616,7.5e-05
20,0.00953,0.80333,0.80333,0.80079,6.18e-05
21,0.00977,0.8,0.8,0.79752,4.96e-05
22,0.00892,0.8,0.8,0.79752,3.85e-05
23,0.00897,0.8,0.8,0.79752,2.86e-05
24,0.00837,0.79667,0.79667,0.79419,2.01e-05
25,0.00857,0.8,0.8,0.79736,1.3e-05
26,0.0079,0.8,0.8,0.79736,7.3e-06
27,0.00884,0.8,0.8,0.79736,3.3e-06
28,0.00846,0.8,0.8,0.79736,8e-07
29,0.0086,0.8,0.8,0.79736,0.0
