epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.2675,0.31333,0.31333,0.27847,0.0002992
1,2.06546,0.53667,0.53667,0.50999,0.0002967
2,1.82112,0.66333,0.66333,0.64952,0.0002927
3,1.51371,0.72667,0.72667,0.71115,0.000287
4,1.2159,0.76667,0.76667,0.76433,0.0002799
5,0.9919,0.78667,0.78667,0.78014,0.0002714
6,0.80574,0.79,0.79,0.78527,0.0002615
7,0.66221,0.81,0.81,0.81046,0.0002504
8,0.54216,0.81667,0.81667,0.81727,0.0002382
9,0.46756,0.81667,0.81667,0.81514,0.000225
10,0.38532,0.83,0.83,0.82879,0.000211
11,0.32263,0.83333,0.83333,0.8334,0.0001964
12,0.30631,0.81333,0.81333,0.81307,0.0001812
13,0.24768,0.82333,0.82333,0.82329,0.0001657
14,0.20878,0.82667,0.82667,0.82755,0.00015
15,0.17993,0.82,0.82,0.81936,0.0001343
16,0.17511,0.81667,0.81667,0.81566,0.0001188
17,0.16727,0.81667,0.81667,0.81593,0.0001036
18,0.14244,0.81667,0.81667,0.81552,8.9e-05
19,0.14112,0.81667,0.81667,0.81613,7.5e-05
20,0.12598,0.81333,0.81333,0.81217,6.18e-05
21,0.13036,0.81667,0.81667,0.81607,4.96e-05
22,0.12236,0.81333,0.81333,0.81281,3.85e-05
23,0.11278,0.81333,0.81333,0.81236,2.86e-05
24,0.13445,0.82,0.82,0.81842,2.01e-05
25,0.11657,0.81333,0.81333,0.81236,1.3e-05
26,0.10836,0.82667,0.82667,0.82499,7.3e-06
27,0.11056,0.82333,0.82333,0.822,3.3e-06
28,0.10389,0.82333,0.82333,0.822,8e-07
29,0.10181,0.81667,0.81667,0.81611,0.0
