epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.31032,0.62,0.62,0.59639,0.0002992
1,0.4991,0.78,0.78,0.77253,0.0002967
2,0.3191,0.76667,0.76667,0.76312,0.0002927
3,0.17044,0.80333,0.80333,0.80658,0.000287
4,0.09536,0.79333,0.79333,0.79473,0.0002799
5,0.07622,0.84667,0.84667,0.84773,0.0002714
6,0.12809,0.80333,0.80333,0.80141,0.0002615
7,0.05302,0.79667,0.79667,0.79926,0.0002504
8,0.04409,0.81333,0.81333,0.81294,0.0002382
9,0.03143,0.79333,0.79333,0.7944,0.000225
10,0.02608,0.77667,0.77667,0.77614,0.000211
11,0.01842,0.77667,0.77667,0.77221,0.0001964
12,0.01538,0.8,0.8,0.80105,0.0001812
13,0.02115,0.79,0.79,0.79179,0.0001657
14,0.03255,0.81333,0.81333,0.81509,0.00015
15,0.02569,0.79333,0.79333,0.79329,0.0001343
16,0.0447,0.75667,0.75667,0.74994,0.0001188
17,0.03634,0.82,0.82,0.82051,0.0001036
18,0.03047,0.83667,0.83667,0.83576,8.9e-05
19,0.01395,0.84,0.84,0.84166,7.5e-05
20,0.00733,0.85333,0.85333,0.85502,6.18e-05
21,0.00737,0.86667,0.86667,0.86772,4.96e-05
22,0.00632,0.86333,0.86333,0.86446,3.85e-05
23,0.00525,0.86333,0.86333,0.86421,2.86e-05
24,0.0063,0.85667,0.85667,0.85755,2.01e-05
25,0.00554,0.86,0.86,0.86024,1.3e-05
26,0.00658,0.86,0.86,0.86054,7.3e-06
27,0.01235,0.86,0.86,0.86102,3.3e-06
28,0.00626,0.86,0.86,0.86102,8e-07
29,0.00574,0.86,0.86,0.86102,0.0
