epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.43543,0.70667,0.70667,0.68762,0.0009973
1,0.27265,0.77333,0.77333,0.76284,0.0009891
2,0.15942,0.78667,0.78667,0.77819,0.0009755
3,0.11853,0.78667,0.78667,0.7776,0.0009568
4,0.09612,0.78667,0.78667,0.77897,0.000933
5,0.08137,0.80667,0.80667,0.80041,0.0009045
6,0.07652,0.8,0.8,0.79309,0.0008716
7,0.06632,0.8,0.8,0.79226,0.0008346
8,0.06232,0.82,0.82,0.81434,0.0007939
9,0.05302,0.8,0.8,0.79268,0.00075
10,0.05035,0.8,0.8,0.79226,0.0007034
11,0.046,0.80667,0.80667,0.80011,0.0006545
12,0.04908,0.79667,0.79667,0.78782,0.000604
13,0.04411,0.8,0.8,0.79241,0.0005523
14,0.04162,0.80333,0.80333,0.79565,0.0005
15,0.03613,0.80333,0.80333,0.79537,0.0004477
16,0.03326,0.80667,0.80667,0.80007,0.000396
17,0.03384,0.80667,0.80667,0.79966,0.0003455
18,0.03398,0.79667,0.79667,0.78764,0.0002966
19,0.03149,0.8,0.8,0.79129,0.00025
20,0.02899,0.79667,0.79667,0.78764,0.0002061
21,0.02977,0.80333,0.80333,0.79564,0.0001654
22,0.03137,0.80667,0.80667,0.80002,0.0001284
23,0.02995,0.80667,0.80667,0.80002,9.55e-05
24,0.02974,0.8,0.8,0.79223,6.7e-05
25,0.03351,0.8,0.8,0.79223,4.32e-05
26,0.03099,0.8,0.8,0.79223,2.45e-05
27,0.02914,0.79667,0.79667,0.78764,1.09e-05
28,0.02834,0.8,0.8,0.79223,2.7e-06
29,0.02722,0.8,0.8,0.79223,0.0
