epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.31202,0.85333,0.85333,0.8477,0.0002992
1,0.36005,0.87333,0.87333,0.86874,0.0002967
2,0.17612,0.89,0.89,0.89069,0.0002927
3,0.09608,0.83,0.83,0.82318,0.000287
4,0.04021,0.92333,0.92333,0.92374,0.0002799
5,0.02151,0.90333,0.90333,0.90289,0.0002714
6,0.01039,0.90333,0.90333,0.90296,0.0002615
7,0.00415,0.91,0.91,0.9097,0.0002504
8,0.00298,0.91667,0.91667,0.91603,0.0002382
9,0.00195,0.90333,0.90333,0.90236,0.000225
10,0.00161,0.91,0.91,0.90941,0.000211
11,0.00139,0.91333,0.91333,0.91363,0.0001964
12,0.00116,0.92,0.92,0.92042,0.0001812
13,0.001,0.92333,0.92333,0.92381,0.0001657
14,0.00095,0.92333,0.92333,0.92381,0.00015
15,0.00094,0.92333,0.92333,0.92381,0.0001343
16,0.00085,0.92333,0.92333,0.92381,0.0001188
17,0.00078,0.92333,0.92333,0.92381,0.0001036
18,0.00082,0.92333,0.92333,0.92381,8.9e-05
19,0.00072,0.92333,0.92333,0.92381,7.5e-05
20,0.00072,0.92333,0.92333,0.92381,6.18e-05
21,0.00072,0.92333,0.92333,0.92381,4.96e-05
22,0.00067,0.92333,0.92333,0.92381,3.85e-05
23,0.0007,0.92333,0.92333,0.92381,2.86e-05
24,0.00064,0.92333,0.92333,0.92381,2.01e-05
25,0.00065,0.92333,0.92333,0.92381,1.3e-05
26,0.00066,0.92333,0.92333,0.92381,7.3e-06
27,0.00071,0.92333,0.92333,0.92381,3.3e-06
28,0.00063,0.92333,0.92333,0.92381,8e-07
29,0.00064,0.92333,0.92333,0.92381,0.0
