epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.63325,0.70667,0.70667,0.70204,0.0002992
1,0.65615,0.77,0.77,0.76785,0.0002967
2,0.32604,0.84333,0.84333,0.84202,0.0002927
3,0.1677,0.76,0.76,0.76205,0.000287
4,0.11253,0.79667,0.79667,0.79766,0.0002799
5,0.04821,0.81333,0.81333,0.81052,0.0002714
6,0.03528,0.83667,0.83667,0.83774,0.0002615
7,0.02511,0.80667,0.80667,0.80747,0.0002504
8,0.01781,0.82667,0.82667,0.82688,0.0002382
9,0.01479,0.81,0.81,0.81188,0.000225
10,0.01216,0.79333,0.79333,0.79478,0.000211
11,0.00959,0.80667,0.80667,0.80812,0.0001964
12,0.00849,0.83,0.83,0.83148,0.0001812
13,0.00779,0.82667,0.82667,0.82845,0.0001657
14,0.0069,0.82667,0.82667,0.82863,0.00015
15,0.00704,0.83,0.83,0.83165,0.0001343
16,0.00615,0.83,0.83,0.83165,0.0001188
17,0.00702,0.83,0.83,0.83154,0.0001036
18,0.00577,0.82667,0.82667,0.82825,8.9e-05
19,0.00575,0.83333,0.83333,0.83437,7.5e-05
20,0.00544,0.83,0.83,0.83108,6.18e-05
21,0.00534,0.83,0.83,0.83108,4.96e-05
22,0.00527,0.82667,0.82667,0.8282,3.85e-05
23,0.00501,0.82667,0.82667,0.8282,2.86e-05
24,0.00506,0.82667,0.82667,0.8282,2.01e-05
25,0.00502,0.82667,0.82667,0.8282,1.3e-05
26,0.00503,0.82667,0.82667,0.8282,7.3e-06
27,0.00506,0.82667,0.82667,0.8282,3.3e-06
28,0.00504,0.82667,0.82667,0.8282,8e-07
29,0.00491,0.82667,0.82667,0.8282,0.0
