epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.82257,0.63667,0.63667,0.62384,0.0002992
1,0.80501,0.75,0.75,0.74342,0.0002967
2,0.36209,0.75667,0.75667,0.74997,0.0002927
3,0.20543,0.78333,0.78333,0.78571,0.000287
4,0.13776,0.81,0.81,0.81124,0.0002799
5,0.10561,0.79667,0.79667,0.79836,0.0002714
6,0.07535,0.81,0.81,0.81064,0.0002615
7,0.05606,0.80333,0.80333,0.80391,0.0002504
8,0.04224,0.83,0.83,0.829,0.0002382
9,0.03645,0.80667,0.80667,0.80742,0.000225
10,0.03642,0.83,0.83,0.83011,0.000211
11,0.02542,0.78667,0.78667,0.77933,0.0001964
12,0.01733,0.81667,0.81667,0.81638,0.0001812
13,0.01835,0.81667,0.81667,0.81504,0.0001657
14,0.02078,0.81667,0.81667,0.81577,0.00015
15,0.01642,0.79333,0.79333,0.79233,0.0001343
16,0.01652,0.81667,0.81667,0.81616,0.0001188
17,0.01314,0.82333,0.82333,0.82325,0.0001036
18,0.01178,0.81667,0.81667,0.81687,8.9e-05
19,0.01005,0.8,0.8,0.79828,7.5e-05
20,0.00939,0.81,0.81,0.80944,6.18e-05
21,0.01277,0.81667,0.81667,0.81608,4.96e-05
22,0.01005,0.81333,0.81333,0.81223,3.85e-05
23,0.00913,0.81667,0.81667,0.81612,2.86e-05
24,0.00855,0.81,0.81,0.80947,2.01e-05
25,0.00971,0.81,0.81,0.80973,1.3e-05
26,0.01044,0.82,0.82,0.81922,7.3e-06
27,0.00908,0.82667,0.82667,0.82513,3.3e-06
28,0.01082,0.81667,0.81667,0.81588,8e-07
29,0.00895,0.82,0.82,0.81865,0.0
