epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.92196,0.34333,0.34333,0.31938,0.0009973
1,1.45188,0.68667,0.68667,0.68278,0.0009891
2,0.76311,0.77667,0.77667,0.77964,0.0009755
3,0.49106,0.84333,0.84333,0.8449,0.0009568
4,0.32641,0.86333,0.86333,0.86473,0.000933
5,0.24888,0.89333,0.89333,0.89436,0.0009045
6,0.19216,0.88,0.88,0.88117,0.0008716
7,0.16062,0.89,0.89,0.89089,0.0008346
8,0.14216,0.89667,0.89667,0.89753,0.0007939
9,0.14126,0.9,0.9,0.90082,0.00075
10,0.12511,0.89333,0.89333,0.89415,0.0007034
11,0.10636,0.88667,0.88667,0.8874,0.0006545
12,0.09512,0.88667,0.88667,0.8874,0.000604
13,0.0864,0.88667,0.88667,0.8874,0.0005523
14,0.08704,0.88667,0.88667,0.8874,0.0005
15,0.08161,0.89,0.89,0.89079,0.0004477
16,0.08002,0.89,0.89,0.89079,0.000396
17,0.06958,0.89,0.89,0.89079,0.0003455
18,0.07381,0.89333,0.89333,0.89408,0.0002966
19,0.06572,0.89333,0.89333,0.89408,0.00025
20,0.06785,0.89333,0.89333,0.89408,0.0002061
21,0.06736,0.89333,0.89333,0.89408,0.0001654
22,0.06636,0.89333,0.89333,0.89408,0.0001284
23,0.06532,0.89333,0.89333,0.89408,9.55e-05
24,0.06905,0.89333,0.89333,0.89408,6.7e-05
25,0.06629,0.89333,0.89333,0.89408,4.32e-05
26,0.06592,0.89333,0.89333,0.89408,2.45e-05
27,0.06786,0.89333,0.89333,0.89408,1.09e-05
28,0.06463,0.89333,0.89333,0.89408,2.7e-06
29,0.06334,0.89333,0.89333,0.89408,0.0
