epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.89718,0.68,0.68,0.65303,0.0002992
1,0.2739,0.69333,0.69333,0.68777,0.0002967
2,0.15804,0.6,0.6,0.60736,0.0002927
3,0.15993,0.64667,0.64667,0.65125,0.000287
4,0.11132,0.66667,0.66667,0.66029,0.0002799
5,0.08064,0.64667,0.64667,0.65312,0.0002714
6,0.05393,0.65,0.65,0.64233,0.0002615
7,0.04209,0.68667,0.68667,0.69046,0.0002504
8,0.03672,0.63667,0.63667,0.63476,0.0002382
9,0.07602,0.59,0.59,0.59093,0.000225
10,0.04072,0.67667,0.67667,0.67379,0.000211
11,0.02904,0.69333,0.69333,0.70095,0.0001964
12,0.01563,0.69,0.69,0.68751,0.0001812
13,0.0263,0.69333,0.69333,0.6943,0.0001657
14,0.02237,0.66333,0.66333,0.66172,0.00015
15,0.01634,0.66667,0.66667,0.66599,0.0001343
16,0.02364,0.67333,0.67333,0.66487,0.0001188
17,0.01747,0.66667,0.66667,0.67338,0.0001036
18,0.00643,0.69667,0.69667,0.70179,8.9e-05
19,0.01074,0.69,0.69,0.6906,7.5e-05
20,0.00687,0.68,0.68,0.68281,6.18e-05
21,0.00317,0.69333,0.69333,0.69594,4.96e-05
22,0.00278,0.70333,0.70333,0.70585,3.85e-05
23,0.00262,0.70333,0.70333,0.70711,2.86e-05
24,0.00301,0.7,0.7,0.70283,2.01e-05
25,0.00298,0.70333,0.70333,0.70519,1.3e-05
26,0.00303,0.70667,0.70667,0.71051,7.3e-06
27,0.00244,0.70667,0.70667,0.70941,3.3e-06
28,0.00244,0.70333,0.70333,0.70651,8e-07
29,0.00291,0.70333,0.70333,0.70651,0.0
