epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,2.12274,0.48,0.48,0.46843,0.0002992
1,1.5252,0.64667,0.64667,0.63192,0.0002967
2,0.96273,0.69667,0.69667,0.68604,0.0002927
3,0.62539,0.71333,0.71333,0.70643,0.000287
4,0.38777,0.72,0.72,0.71865,0.0002799
5,0.25299,0.71333,0.71333,0.7106,0.0002714
6,0.16773,0.72667,0.72667,0.71702,0.0002615
7,0.12793,0.72333,0.72333,0.71911,0.0002504
8,0.09274,0.74,0.74,0.7341,0.0002382
9,0.07584,0.71667,0.71667,0.71,0.000225
10,0.06068,0.71667,0.71667,0.71029,0.000211
11,0.05109,0.70333,0.70333,0.70361,0.0001964
12,0.03766,0.71667,0.71667,0.70917,0.0001812
13,0.03683,0.71667,0.71667,0.71169,0.0001657
14,0.03186,0.72,0.72,0.71515,0.00015
15,0.02818,0.71333,0.71333,0.70745,0.0001343
16,0.02709,0.71667,0.71667,0.71327,0.0001188
17,0.02161,0.72667,0.72667,0.72214,0.0001036
18,0.02359,0.71333,0.71333,0.71116,8.9e-05
19,0.02233,0.72667,0.72667,0.72236,7.5e-05
20,0.02195,0.72667,0.72667,0.72292,6.18e-05
21,0.01932,0.73667,0.73667,0.73058,4.96e-05
22,0.01828,0.71667,0.71667,0.71441,3.85e-05
23,0.02085,0.72,0.72,0.71692,2.86e-05
24,0.01753,0.72333,0.72333,0.72013,2.01e-05
25,0.01941,0.72,0.72,0.71705,1.3e-05
26,0.01825,0.71,0.71,0.70747,7.3e-06
27,0.01894,0.72667,0.72667,0.72378,3.3e-06
28,0.02132,0.70667,0.70667,0.70447,8e-07
29,0.01648,0.71333,0.71333,0.71041,0.0
