epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,0.72166,0.79,0.79,0.78143,0.0002992
1,0.08054,0.84667,0.84667,0.84546,0.0002967
2,0.03021,0.86333,0.86333,0.86267,0.0002927
3,0.0191,0.84,0.84,0.83922,0.000287
4,0.00858,0.83333,0.83333,0.83045,0.0002799
5,0.01474,0.81667,0.81667,0.81481,0.0002714
6,0.02142,0.87,0.87,0.86997,0.0002615
7,0.02003,0.84,0.84,0.83922,0.0002504
8,0.00732,0.86667,0.86667,0.86769,0.0002382
9,0.00602,0.87667,0.87667,0.87575,0.000225
10,0.01153,0.86,0.86,0.85895,0.000211
11,0.00899,0.86,0.86,0.86134,0.0001964
12,0.00497,0.87667,0.87667,0.87724,0.0001812
13,0.00091,0.88,0.88,0.88136,0.0001657
14,0.00064,0.88333,0.88333,0.88472,0.00015
15,0.00058,0.89667,0.89667,0.89711,0.0001343
16,0.00037,0.89667,0.89667,0.89731,0.0001188
17,0.00033,0.89667,0.89667,0.89731,0.0001036
18,0.00033,0.89667,0.89667,0.89731,8.9e-05
19,0.00032,0.89667,0.89667,0.89731,7.5e-05
20,0.00028,0.89667,0.89667,0.89731,6.18e-05
21,0.0022,0.85,0.85,0.8472,4.96e-05
22,0.0024,0.88667,0.88667,0.88792,3.85e-05
23,0.00066,0.89667,0.89667,0.89737,2.86e-05
24,0.00101,0.89667,0.89667,0.89737,2.01e-05
25,0.00027,0.89333,0.89333,0.89395,1.3e-05
26,0.00026,0.89333,0.89333,0.89395,7.3e-06
27,0.00026,0.89333,0.89333,0.89395,3.3e-06
28,0.00036,0.89333,0.89333,0.89395,8e-07
29,0.00027,0.89333,0.89333,0.89395,0.0
