epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.30209,0.80333,0.80333,0.79879,0.0009973
1,0.27346,0.86,0.86,0.85925,0.0009891
2,0.17445,0.88,0.88,0.8808,0.0009755
3,0.13513,0.88667,0.88667,0.8875,0.0009568
4,0.11617,0.89333,0.89333,0.89364,0.000933
5,0.10425,0.89333,0.89333,0.89401,0.0009045
6,0.09733,0.89667,0.89667,0.8978,0.0008716
7,0.08418,0.89667,0.89667,0.89737,0.0008346
8,0.07607,0.89667,0.89667,0.89737,0.0007939
9,0.0721,0.9,0.9,0.90058,0.00075
10,0.06282,0.9,0.9,0.90045,0.0007034
11,0.05844,0.90333,0.90333,0.90398,0.0006545
12,0.05535,0.9,0.9,0.90058,0.000604
13,0.05498,0.90333,0.90333,0.90398,0.0005523
14,0.05099,0.90333,0.90333,0.90398,0.0005
15,0.04817,0.90333,0.90333,0.90398,0.0004477
16,0.04909,0.90333,0.90333,0.90398,0.000396
17,0.04871,0.90333,0.90333,0.90398,0.0003455
18,0.0441,0.90333,0.90333,0.90398,0.0002966
19,0.0424,0.90333,0.90333,0.90398,0.00025
20,0.04631,0.90667,0.90667,0.90738,0.0002061
21,0.04169,0.90333,0.90333,0.90398,0.0001654
22,0.04153,0.90333,0.90333,0.90398,0.0001284
23,0.04182,0.90333,0.90333,0.90398,9.55e-05
24,0.04179,0.90333,0.90333,0.90398,6.7e-05
25,0.04427,0.90333,0.90333,0.90398,4.32e-05
26,0.03808,0.90333,0.90333,0.90398,2.45e-05
27,0.04159,0.90333,0.90333,0.90398,1.09e-05
28,0.04368,0.90333,0.90333,0.90398,2.7e-06
29,0.04197,0.90333,0.90333,0.90398,0.0
