epoch,train_loss,val_acc,val_bal_acc,val_macro_f1,lr
0,1.8295,0.69333,0.69333,0.68196,0.0002992
1,0.79434,0.76667,0.76667,0.76551,0.0002967
2,0.36534,0.76667,0.76667,0.76301,0.0002927
3,0.21581,0.79,0.79,0.7859,0.000287
4,0.14238,0.83333,0.83333,0.83115,0.0002799
5,0.09496,0.82667,0.82667,0.82358,0.0002714
6,0.07162,0.83333,0.83333,0.82973,0.0002615
7,0.05573,0.84667,0.84667,0.84597,0.0002504
8,0.04862,0.87,0.87,0.86763,0.0002382
9,0.04319,0.86,0.86,0.85671,0.000225
10,0.02882,0.84667,0.84667,0.84512,0.000211
11,0.02254,0.86,0.86,0.8571,0.0001964
12,0.02643,0.85,0.85,0.84975,0.0001812
13,0.02589,0.85667,0.85667,0.85495,0.0001657
14,0.02158,0.87,0.87,0.8692,0.00015
15,0.01912,0.85,0.85,0.84691,0.0001343
16,0.01865,0.85333,0.85333,0.85167,0.0001188
17,0.01278,0.85333,0.85333,0.85088,0.0001036
18,0.01331,0.85,0.85,0.84886,8.9e-05
19,0.01101,0.84667,0.84667,0.84348,7.5e-05
20,0.013,0.85333,0.85333,0.85189,6.18e-05
21,0.01204,0.85,0.85,0.8477,4.96e-05
22,0.01078,0.86,0.86,0.85734,3.85e-05
23,0.0106,0.85,0.85,0.84796,2.86e-05
24,0.0096,0.84667,0.84667,0.84463,2.01e-05
25,0.00772,0.84333,0.84333,0.84091,1.3e-05
26,0.00759,0.84667,0.84667,0.84379,7.3e-06
27,0.00872,0.84333,0.84333,0.84091,3.3e-06
28,0.00822,0.85667,0.85667,0.85404,8e-07
29,0.00748,0.84333,0.84333,0.84091,0.0
